날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 14,서울 강남구 ,강남구,111261,0.005,0.3,0.034,0.027,59,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 15,서울 강남구 ,강남구,111261,0.005,0.4,0.021,0.035,46,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 16,서울 강남구 ,강남구,111261,0.004,0.4,0.016,0.034,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 17,서울 강남구 ,강남구,111261,0.004,0.4,0.011,0.035,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 18,서울 강남구 ,강남구,111261,0.004,0.3,0.012,0.029,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 19,서울 강남구 ,강남구,111261,0.004,0.3,0.014,0.025,26,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 20,서울 강남구 ,강남구,111261,0.004,0.3,0.024,0.019,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 21,서울 강남구 ,강남구,111261,0.004,0.3,0.03,0.016,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 22,서울 강남구 ,강남구,111261,0.004,0.3,0.031,0.015,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 23,서울 강남구 ,강남구,111261,0.005,0.4,0.029,0.024,46,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15 24,서울 강남구 ,강남구,111261,0.005,0.3,0.044,0.016,39,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 01,서울 강남구 ,강남구,111261,0.005,0.3,0.049,0.01,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 02,서울 강남구 ,강남구,111261,0.004,0.3,0.05,0.008,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 03,서울 강남구 ,강남구,111261,0.005,0.3,0.048,0.009,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 04,서울 강남구 ,강남구,111261,0.004,0.3,0.045,0.008,24,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 05,서울 강남구 ,강남구,111261,0.004,0.3,0.049,0.007,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 06,서울 강남구 ,강남구,111261,0.005,0.3,0.045,0.009,23,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 07,서울 강남구 ,강남구,111261,0.004,0.3,0.033,0.021,18,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 08,서울 강남구 ,강남구,111261,0.005,0.3,0.026,0.027,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 09,서울 강남구 ,강남구,111261,0.004,0.3,0.03,0.022,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 10,서울 강남구 ,강남구,111261,0.005,0.3,0.029,0.021,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 11,서울 강남구 ,강남구,111261,0.005,0.3,0.033,0.021,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 12,서울 강남구 ,강남구,111261,0,0,0,0,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 13,서울 강남구 ,강남구,111261,0,0,0,0,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 14,서울 강남구 ,강남구,111261,0.004,0.3,0.042,0.018,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 15,서울 강남구 ,강남구,111261,0.004,0.3,0.044,0.016,27,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 16,서울 강남구 ,강남구,111261,0.004,0.4,0.046,0.017,30,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 17,서울 강남구 ,강남구,111261,0.004,0.4,0.049,0.017,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 18,서울 강남구 ,강남구,111261,0.004,0.4,0.05,0.018,43,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 19,서울 강남구 ,강남구,111261,0.004,0.4,0.051,0.02,46,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 20,서울 강남구 ,강남구,111261,0.004,0.4,0.052,0.017,50,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 21,서울 강남구 ,강남구,111261,0.004,0.4,0.048,0.019,55,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 22,서울 강남구 ,강남구,111261,0.005,0.5,0.045,0.019,64,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 23,서울 강남구 ,강남구,111261,0.004,0.4,0.048,0.018,61,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16 24,서울 강남구 ,강남구,111261,0.005,0.5,0.059,0.011,48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 01,서울 강남구 ,강남구,111261,0.005,0.5,0.064,0.01,45,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 02,서울 강남구 ,강남구,111261,0.005,0.5,0.065,0.009,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 03,서울 강남구 ,강남구,111261,0.005,0.4,0.063,0.007,44,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 04,서울 강남구 ,강남구,111261,0.005,0.4,0.053,0.009,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 05,서울 강남구 ,강남구,111261,0.005,0.4,0.051,0.009,47,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 06,서울 강남구 ,강남구,111261,0.005,0.4,0.043,0.014,45,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 07,서울 강남구 ,강남구,111261,0.004,0.4,0.038,0.021,39,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 08,서울 강남구 ,강남구,111261,0.005,0.4,0.035,0.024,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 09,서울 강남구 ,강남구,111261,0.005,0.5,0.03,0.031,46,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 10,서울 강남구 ,강남구,111261,0.005,0.5,0.033,0.031,36,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 11,서울 강남구 ,강남구,111261,0.005,0.5,0.041,0.028,39,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 12,서울 강남구 ,강남구,111261,0.005,0.4,0.054,0.026,37,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 13,서울 강남구 ,강남구,111261,0.005,0.4,0.067,0,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 14,서울 강남구 ,강남구,111261,0,0,0,0,45,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 15,서울 강남구 ,강남구,111261,0,0,0,0.022,47,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 16,서울 강남구 ,강남구,111261,0.005,0.4,0.08,0.021,61,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 17,서울 강남구 ,강남구,111261,0.005,0.4,0.071,0.025,55,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 18,서울 강남구 ,강남구,111261,0.006,0.4,0.06,0.033,81,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 19,서울 강남구 ,강남구,111261,0.006,0.4,0.058,0.027,69,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 20,서울 강남구 ,강남구,111261,0.005,0.4,0.053,0.026,61,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 21,서울 강남구 ,강남구,111261,0.005,0.5,0.049,0.026,65,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 22,서울 강남구 ,강남구,111261,0.006,0.6,0.044,0.028,84,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 23,서울 강남구 ,강남구,111261,0.005,0.6,0.04,0.03,82,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17 24,서울 강남구 ,강남구,111261,0.006,0.6,0.035,0.03,80,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 01,서울 강남구 ,강남구,111261,0.006,0.6,0.043,0.022,74,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 02,서울 강남구 ,강남구,111261,0.007,0.7,0.046,0.019,80,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 03,서울 강남구 ,강남구,111261,0.005,0.6,0.02,0.037,78,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 04,서울 강남구 ,강남구,111261,0.005,0.6,0.033,0.023,83,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 05,서울 강남구 ,강남구,111261,0.006,0.6,0.033,0.026,92,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 06,서울 강남구 ,강남구,111261,0.005,0.6,0.013,0.034,79,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 07,서울 강남구 ,강남구,111261,0.006,0.6,0.007,0.041,57,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 08,서울 강남구 ,강남구,111261,0.006,0.6,0.006,0.048,62,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 09,서울 강남구 ,강남구,111261,0.005,0.5,0.025,0.039,56,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 10,서울 강남구 ,강남구,111261,0.006,0.4,0.049,0.023,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 11,서울 강남구 ,강남구,111261,0.006,0.4,0.064,0.019,73,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 12,서울 강남구 ,강남구,111261,0.005,0.3,0.075,0.014,44,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 13,서울 강남구 ,강남구,111261,0.005,0.4,0.082,0.02,49,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 14,서울 강남구 ,강남구,111261,0.005,0.4,0.089,0.025,89,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 15,서울 강남구 ,강남구,111261,0.005,0.4,0.091,0.02,57,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 16,서울 강남구 ,강남구,111261,0.005,0.4,0.096,0.021,64,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 17,서울 강남구 ,강남구,111261,0.005,0.4,0.08,0.021,70,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 18,서울 강남구 ,강남구,111261,0.005,0.4,0.063,0.029,61,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 19,서울 강남구 ,강남구,111261,0.006,0.5,0.055,0.033,63,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 20,서울 강남구 ,강남구,111261,0.005,0.4,0.047,0.036,56,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 21,서울 강남구 ,강남구,111261,0.005,0.4,0.037,0.036,62,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 22,서울 강남구 ,강남구,111261,0.005,0.5,0.035,0.033,65,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 23,서울 강남구 ,강남구,111261,0.006,0.5,0.029,0.035,66,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18 24,서울 강남구 ,강남구,111261,0.005,0.5,0.02,0.04,67,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 01,서울 강남구 ,강남구,111261,0.005,0.6,0.002,0.061,59,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 02,서울 강남구 ,강남구,111261,0.005,0.6,0.004,0.054,64,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 03,서울 강남구 ,강남구,111261,0.004,0.6,0.004,0.052,61,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 04,서울 강남구 ,강남구,111261,0.005,0.5,0.016,0.03,52,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 05,서울 강남구 ,강남구,111261,0.004,0.5,0.017,0.025,53,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 06,서울 강남구 ,강남구,111261,0.005,0.4,0.022,0.024,49,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 07,서울 강남구 ,강남구,111261,0.004,0.5,0.015,0.031,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 08,서울 강남구 ,강남구,111261,0.005,0.5,0.014,0.033,63,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 09,서울 강남구 ,강남구,111261,0.005,0.5,0.017,0.036,45,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 10,서울 강남구 ,강남구,111261,0.005,0.5,0.023,0.034,59,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 11,서울 강남구 ,강남구,111261,0.005,0.4,0.04,0.019,41,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 12,서울 강남구 ,강남구,111261,0.004,0.3,0.047,0.014,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 13,서울 강남구 ,강남구,111261,0.004,0.3,0.056,0.012,23,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 14,서울 강남구 ,강남구,111261,0.004,0.3,0.065,0.015,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 15,서울 강남구 ,강남구,111261,0.005,0.4,0.07,0.016,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 16,서울 강남구 ,강남구,111261,0.005,0.3,0.057,0.02,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 17,서울 강남구 ,강남구,111261,0.004,0.3,0.058,0.011,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 18,서울 강남구 ,강남구,111261,0.005,0.3,0.052,0.014,29,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 19,서울 강남구 ,강남구,111261,0.004,0.3,0.043,0.019,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 20,서울 강남구 ,강남구,111261,0.006,0.3,0.039,0.019,39,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 21,서울 강남구 ,강남구,111261,0.005,0.3,0.032,0.022,39,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 22,서울 강남구 ,강남구,111261,0.003,0.4,0.023,0.028,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 23,서울 강남구 ,강남구,111261,0.005,0.4,0.018,0.033,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19 24,서울 강남구 ,강남구,111261,0.004,0.4,0.02,0.028,34,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 01,서울 강남구 ,강남구,111261,0.005,0.4,0.017,0.027,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 02,서울 강남구 ,강남구,111261,0.006,0.4,0.026,0.019,48,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 03,서울 강남구 ,강남구,111261,0.005,0.3,0.03,0.012,37,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 04,서울 강남구 ,강남구,111261,0.005,0.3,0.027,0.014,37,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 05,서울 강남구 ,강남구,111261,0.004,0.3,0.029,0.013,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 06,서울 강남구 ,강남구,111261,0.005,0.3,0.013,0.023,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 07,서울 강남구 ,강남구,111261,0.005,0.3,0.011,0.027,34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 08,서울 강남구 ,강남구,111261,0.005,0.4,0.013,0.026,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 09,서울 강남구 ,강남구,111261,0.005,0.4,0.016,0.028,37,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 10,서울 강남구 ,강남구,111261,0.005,0.4,0.018,0.035,42,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 11,서울 강남구 ,강남구,111261,0.005,0.4,0.018,0.038,45,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 12,서울 강남구 ,강남구,111261,0.005,0.4,0.022,0.04,51,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 13,서울 강남구 ,강남구,111261,0.005,0.4,0.038,0.038,60,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 14,서울 강남구 ,강남구,111261,0.004,0.4,0.056,0.039,62,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 15,서울 강남구 ,강남구,111261,0.005,0.4,0.075,0.035,68,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 16,서울 강남구 ,강남구,111261,0.005,0.4,0.079,0.034,63,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 17,서울 강남구 ,강남구,111261,0.006,0.5,0.08,0.041,66,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 18,서울 강남구 ,강남구,111261,0.005,0.5,0.07,0.054,79,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 19,서울 강남구 ,강남구,111261,0.005,0.4,0.061,0.045,83,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 20,서울 강남구 ,강남구,111261,0.005,0.4,0.059,0.034,53,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 21,서울 강남구 ,강남구,111261,0.004,0.5,0.057,0.045,54,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 22,서울 강남구 ,강남구,111261,0.004,0.5,0.049,0.041,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 23,서울 강남구 ,강남구,111261,0.005,0.4,0.033,0.039,63,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20 24,서울 강남구 ,강남구,111261,0.004,0.5,0.016,0.053,58,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 01,서울 강남구 ,강남구,111261,0.004,0.5,0.016,0.046,56,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 02,서울 강남구 ,강남구,111261,0.004,0.4,0.021,0.032,52,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 03,서울 강남구 ,강남구,111261,0.004,0.4,0.021,0.028,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 04,서울 강남구 ,강남구,111261,0.004,0.4,0.023,0.024,47,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 05,서울 강남구 ,강남구,111261,0.005,0.4,0.026,0.022,46,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 06,서울 강남구 ,강남구,111261,0.004,0.4,0.014,0.029,47,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 07,서울 강남구 ,강남구,111261,0.005,0.4,0.013,0.033,46,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 08,서울 강남구 ,강남구,111261,0.005,0.4,0.012,0.041,38,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 09,서울 강남구 ,강남구,111261,0.005,0.5,0.013,0.049,53,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 10,서울 강남구 ,강남구,111261,0.005,0.5,0.028,0.04,45,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 11,서울 강남구 ,강남구,111261,0.004,0.4,0.044,0.028,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 12,서울 강남구 ,강남구,111261,0.005,0.4,0.046,0.036,38,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 13,서울 강남구 ,강남구,111261,0.005,0.4,0.063,0.03,52,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 14,서울 강남구 ,강남구,111261,0.004,0.4,0.067,0.029,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 15,서울 강남구 ,강남구,111261,0.005,0.5,0.105,0.038,72,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 16,서울 강남구 ,강남구,111261,0.007,0.5,0.115,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 17,서울 강남구 ,강남구,111261,0.006,0.6,0.093,0.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 18,서울 강남구 ,강남구,111261,0.006,0.5,0.074,0.047,68,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 19,서울 강남구 ,강남구,111261,0.007,0.5,0.069,0.051,68,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 20,서울 강남구 ,강남구,111261,0.006,0.6,0.056,0.064,81,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 21,서울 강남구 ,강남구,111261,0.006,0.6,0.056,0.058,97,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 22,서울 강남구 ,강남구,111261,0.006,0.7,0.033,0.068,111,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 23,서울 강남구 ,강남구,111261,0.007,0.7,0.017,0.084,101,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21 24,서울 강남구 ,강남구,111261,0.007,0.7,0.012,0.081,79,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 01,서울 강남구 ,강남구,111261,0.006,0.7,0.004,0.091,83,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 02,서울 강남구 ,강남구,111261,0.007,0.8,0.002,0.087,79,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 03,서울 강남구 ,강남구,111261,0.005,0.7,0.004,0.078,86,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 04,서울 강남구 ,강남구,111261,0.007,0.6,0.007,0.056,87,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 05,서울 강남구 ,강남구,111261,0.008,0.5,0.024,0.035,73,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 06,서울 강남구 ,강남구,111261,0.006,0.6,0.009,0.056,83,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 07,서울 강남구 ,강남구,111261,0.005,0.7,0.005,0.062,89,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 08,서울 강남구 ,강남구,111261,0.005,0.6,0.012,0.057,110,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 09,서울 강남구 ,강남구,111261,0.006,0.6,0.038,0.039,125,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 10,서울 강남구 ,강남구,111261,0.005,0.6,0.045,0.039,106,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 11,서울 강남구 ,강남구,111261,0.005,0.5,0.045,0.045,95,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 12,서울 강남구 ,강남구,111261,0.005,0.5,0.059,0.036,65,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 13,서울 강남구 ,강남구,111261,0.005,0.4,0.075,0.031,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 14,서울 강남구 ,강남구,111261,0.005,0.5,0.077,0.037,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 15,서울 강남구 ,강남구,111261,0.005,0.5,0.058,0.042,120,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 16,서울 강남구 ,강남구,111261,0.004,0.4,0.041,0.035,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 17,서울 강남구 ,강남구,111261,0.004,0.5,0.019,0.04,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 18,서울 강남구 ,강남구,111261,0.005,0.5,0.017,0.039,51,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 19,서울 강남구 ,강남구,111261,0.004,0.4,0.024,0.034,26,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 20,서울 강남구 ,강남구,111261,0.004,0.3,0.026,0.027,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22 21,서울 강남구 ,강남구,111261,0.004,0.4,0.023,0.028,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
